,PassengerId,Ticket,Fare,Cabin,Embarked,Pclass
775,776,347078,7.75,,S,3
776,777,383121,7.75,F38,Q,3
777,778,364516,12.475,,S,3
778,779,36865,7.7375,,Q,3
779,780,24160,211.3375,B3,S,1
780,781,2687,7.2292,,C,3
781,782,17474,57,B20,S,1
782,783,113501,30,D6,S,1
783,784,W./C. 6607,23.45,,S,3
784,785,SOTON/O.Q. 3101312,7.05,,S,3
785,786,374887,7.25,,S,3
786,787,3101265,7.4958,,S,3
787,788,382652,29.125,,Q,3
788,789,C.A. 2315,20.575,,S,3
789,790,PC 17593,79.2,B82 B84,C,1
790,791,12460,7.75,,Q,3
791,792,239865,26,,S,2
792,793,CA. 2343,69.55,,S,3
793,794,PC 17600,30.6958,,C,1
794,795,349203,7.8958,,S,3
795,796,28213,13,,S,2
796,797,17465,25.9292,D17,S,1
797,798,349244,8.6833,,S,3
798,799,2685,7.2292,,C,3
799,800,345773,24.15,,S,3
800,801,250647,13,,S,2
801,802,C.A. 31921,26.25,,S,2
802,803,113760,120,B96 B98,S,1
803,804,2625,8.5167,,C,3
804,805,347089,6.975,,S,3
805,806,347063,7.775,,S,3
806,807,112050,0,A36,S,1
807,808,347087,7.775,,S,3
808,809,248723,13,,S,2
809,810,113806,53.1,E8,S,1
810,811,3474,7.8875,,S,3
811,812,A/4 48871,24.15,,S,3
812,813,28206,10.5,,S,2
813,814,347082,31.275,,S,3
814,815,364499,8.05,,S,3
815,816,112058,0,B102,S,1
816,817,STON/O2. 3101290,7.925,,S,3
817,818,S.C./PARIS 2079,37.0042,,C,2
818,819,C 7075,6.45,,S,3
819,820,347088,27.9,,S,3
820,821,12749,93.5,B69,S,1
821,822,315098,8.6625,,S,3
822,823,19972,0,,S,1
823,824,392096,12.475,E121,S,3
824,825,3101295,39.6875,,S,3
825,826,368323,6.95,,Q,3
826,827,1601,56.4958,,S,3
827,828,S.C./PARIS 2079,37.0042,,C,2
828,829,367228,7.75,,Q,3
829,830,113572,80,B28,,1
830,831,2659,14.4542,,C,3
831,832,29106,18.75,,S,2
832,833,2671,7.2292,,C,3
833,834,347468,7.8542,,S,3
834,835,2223,8.3,,S,3
835,836,PC 17756,83.1583,E49,C,1
836,837,315097,8.6625,,S,3
837,838,392092,8.05,,S,3
838,839,1601,56.4958,,S,3
839,840,11774,29.7,C47,C,1
840,841,SOTON/O2 3101287,7.925,,S,3
841,842,S.O./P.P. 3,10.5,,S,2
842,843,113798,31,,C,1
843,844,2683,6.4375,,C,3
844,845,315090,8.6625,,S,3
845,846,C.A. 5547,7.55,,S,3
846,847,CA. 2343,69.55,,S,3
847,848,349213,7.8958,,C,3
848,849,248727,33,,S,2
849,850,17453,89.1042,C92,C,1
850,851,347082,31.275,,S,3
851,852,347060,7.775,,S,3
852,853,2678,15.2458,,C,3
853,854,PC 17592,39.4,D28,S,1
854,855,244252,26,,S,2
855,856,392091,9.35,,S,3
856,857,36928,164.8667,,S,1
857,858,113055,26.55,E17,S,1
858,859,2666,19.2583,,C,3
859,860,2629,7.2292,,C,3
860,861,350026,14.1083,,S,3
861,862,28134,11.5,,S,2
862,863,17466,25.9292,D17,S,1
863,864,CA. 2343,69.55,,S,3
864,865,233866,13,,S,2
865,866,236852,13,,S,2
866,867,SC/PARIS 2149,13.8583,,C,2
867,868,PC 17590,50.4958,A24,S,1
868,869,345777,9.5,,S,3
869,870,347742,11.1333,,S,3
870,871,349248,7.8958,,S,3
871,872,11751,52.5542,D35,S,1
872,873,695,5,B51 B53 B55,S,1
873,874,345765,9,,S,3
874,875,P/PP 3381,24,,C,2
875,876,2667,7.225,,C,3
876,877,7534,9.8458,,S,3
877,878,349212,7.8958,,S,3
878,879,349217,7.8958,,S,3
879,880,11767,83.1583,C50,C,1
880,881,230433,26,,S,2
881,882,349257,7.8958,,S,3
882,883,7552,10.5167,,S,3
883,884,C.A./SOTON 34068,10.5,,S,2
884,885,SOTON/OQ 392076,7.05,,S,3
885,886,382652,29.125,,Q,3
886,887,211536,13,,S,2
887,888,112053,30,B42,S,1
888,889,W./C. 6607,23.45,,S,3
889,890,111369,30,C148,C,1
890,891,370376,7.75,,Q,3
